UserId,RawTrackToken,EnrichedTrackToken,StartDate,EndDate,StartDateUTC,EndDateUTC,CityStart,CityFinish,AddressStart,AddressFinish,CurrentTransportType,DetectedTransportType,TransportTypeProbability,Duration,Mileage(km),AverageSpeed,SafetyScore,AccelerationScore,BrakingScore,CorneringScore,SpeedingScore,PhoneUsageScore,AccelerationCount,BrakingCount,CorneringCount,TotalOverspeeding(km),TotalOverspeeding(mi),PhoneUsageDuration(min),PhoneUsageDistance(km),PhoneUsageDistance(mi),PhoneUsageWithOverspeedingDuration(min),PhoneUsageWithOverspeedingDistance(km),PhoneUsageWithOverspeedingDistance(mi),EcoScore,EcoScoreBrakes,EcoScoreDepreciation,EcoScoreFuel,EcoScoreTyres,VehicleToken,Tags,HiddenFromApp,RawTrackId
"041b5560-9243-4d97-bd5b-57a6e5f67b9d","b2e2a9c4-c277-4920-bd50-645ff2e4d04a","18597c01-a431-4601-b4bf-a1c113f7b083","2023-03-08T20:53:36+02:00","2023-03-08T20:56:46+02:00","2023-03-08T18:53:36+00:00","2023-03-08T18:56:46+00:00","Καισαριανή","Καισαριανή","Ηρώων Πολυτεχνείου 48  161 21 Καισαριανή  Ελλάδα","Λεωφόρος Εθνικής Αντιστάσεως 210  161 22 Καισαριανή  Ελλάδα","OriginalDriver","","0.6873856575494288","3.1666666666666665","0.86","27.71020853431338","100","100","100","100","100","100","0","0","0","0","0","0","0","0","0","0","0","92","100","75","100","100","","","false","923268133"
"835bc375-038c-4cc1-9d11-afa65ba637e6","026cca53-960d-4d8c-8e88-02729e8201a8","8458080a-37d6-46b0-a7b2-d199db9ae93f","2023-03-08T22:37:19+02:00","2023-03-08T22:42:25+02:00","2023-03-08T20:37:19+00:00","2023-03-08T20:42:25+00:00","Νίκαια","Κορυδαλλός","Κυζίκου 15  184 51 Νίκαια  Ελλάδα","Πελοποννήσου 95  181 21 Κορυδαλλός  Ελλάδα","OriginalDriver","","0.7077227591767131","5.1000000000000005","2.23","25.057502285162755","86","40","100","100","100","100","1","0","0","0.08167385502273522","0.05","0","0","0","0","0","0","76","100","25","98","100","","","false","923269641"
"835bc375-038c-4cc1-9d11-afa65ba637e6","6c0ff498-305d-4cca-94b5-ac6d7a421acc","59c31914-61d8-41bf-a914-c6a14439c9f3","2023-03-09T07:27:30+02:00","2023-03-09T08:04:09+02:00","2023-03-09T05:27:30+00:00","2023-03-09T06:04:09+00:00","Κορυδαλλός","Ασπρόπυργος","Πελοποννήσου 93  181 21 Κορυδαλλός  Ελλάδα","Κούρων  192 00 Ασπρόπυργος  Ελλάδα","OriginalDriver","","0.7439999999999999","36.65","22.43","45.98196328948935","95","78","78","100","93","100","1","1","0","1.411846985276267","0.88","0","0","0","0","0","0","91","100","75","99","100","","","false","923278769"
"041b5560-9243-4d97-bd5b-57a6e5f67b9d","38a62880-7905-4721-a74b-b486c06617ed","f8b3907c-721a-4c67-a14f-ea3c84ed56b6","2023-03-09T07:52:13+02:00","2023-03-09T08:37:24+02:00","2023-03-09T05:52:13+00:00","2023-03-09T06:37:24+00:00","Καισαριανή","Ταύρος","Κουντουριώτη 12  161 22 Καισαριανή  Ελλάδα","Ομήρου 7  177 78 Ταύρος  Ελλάδα","OriginalDriver","","0.7008063493981751","45.18333333333334","17.8","28.78703850458981","83","57","57","100","92","100","3","3","0","0.36955021318866044","0.23","0","0","0","0","0","0","91","100","75","99","100","","","false","923279265"
"4577eae9-f3a9-4bcb-8552-4d250aec9c88","1a907152-3e54-4577-b155-562ee71d87fd","def57306-9c96-49ef-88c5-12cabe667ae9","2023-03-09T08:45:18+02:00","2023-03-09T09:02:42+02:00","2023-03-09T06:45:18+00:00","2023-03-09T07:02:42+00:00","Αθήνα","Αθήνα","Καλλιρρόης 108  117 41 Αθήνα  Ελλάδα","Χίου 4  104 37 Αθήνα  Ελλάδα","OriginalDriver","","0.7712668207260639","17.400000000000002","5","16.759078310023124","86","100","50","100","100","100","0","1","0","0.15878002798621274","0.1","0","0","0","0","0","0","94","0","100","99","100","","","false","923284827"
"4577eae9-f3a9-4bcb-8552-4d250aec9c88","b5556315-67a0-40e9-b3da-4a6e91a93de2","cbc932e8-95d1-4f45-ac14-518cdbc3d29f","2023-03-09T13:19:17+02:00","2023-03-09T13:27:35+02:00","2023-03-09T11:19:17+00:00","2023-03-09T11:27:35+00:00","Ταύρος","Ταύρος","Τεώ 23  177 78 Ταύρος  Ελλάδα","Ομήρου 1  177 78 Ταύρος  Ελλάδα","OriginalDriver","","0.594092367151492","8.3","2.41","18.158210529221428","100","100","100","100","100","100","0","0","0","0.014061538461474017","0.01","0","0","0","0","0","0","100","100","100","100","100","","","false","923284832"
"835bc375-038c-4cc1-9d11-afa65ba637e6","c295756d-957e-4473-a8ed-4a5b176f3c20","2abc0a77-aa2a-43d0-8b34-372989e839e8","2023-03-09T14:13:57+02:00","2023-03-09T14:58:40+02:00","2023-03-09T12:13:57+00:00","2023-03-09T12:58:40+00:00","Ασπρόπυργος","Ταύρος","Κούρων  192 00 Ασπρόπυργος  Ελλάδα","Μελά Παύλου 1  177 78 Ταύρος  Ελλάδα","OriginalDriver","","0.6945000000000001","44.71666666666667","29.41","46.75481539177314","97","81","84","100","95","100","1","1","0","2.178090186172221","1.35","0","0","0","0","0","0","77","100","25","100","100","","","false","923291656"
"4577eae9-f3a9-4bcb-8552-4d250aec9c88","6f3e5a15-a324-45cb-8d3f-680b7f8db83b","95366576-28d0-4e8e-807c-077540c41d73","2023-03-09T14:37:36+02:00","2023-03-09T14:54:33+02:00","2023-03-09T12:37:36+00:00","2023-03-09T12:54:33+00:00","Ταύρος","Αθήνα","Τεώ 21  177 78 Ταύρος  Ελλάδα","Λαγουμιτζή 76  117 44 Αθήνα  Ελλάδα","OriginalDriver","","0.7461923280376617","16.95","4.2","26.03538004321422","100","100","100","100","100","100","0","0","0","0.06659111599349052","0.04","0","0","0","0","0","0","100","100","100","100","100","","","false","923286965"
"6b6170d0-8bb2-46de-8125-feb9f95388b2","fda79599-1f17-4387-8e4d-64ef58b0a188","eace2b6d-d1ee-4a17-bcab-049edaea3cd3","2023-03-09T14:42:58+02:00","2023-03-09T15:07:53+02:00","2023-03-09T12:42:58+00:00","2023-03-09T13:07:53+00:00","Αθήνα","Καισαριανή","Δηληγιάννη Θεόδωρου 24  104 38 Αθήνα  Ελλάδα","Ερυθρού Σταυρού 35  161 21 Καισαριανή  Ελλάδα","OriginalDriver","","0.7495000000000002","24.916666666666668","6.4","19.680010078584544","83","61","62","100","100","64","1","1","0","0.33647583181862634","0.21","2.5606500000000003","1.23118008045044","0.77","0","0","0","99","100","100","99","100","","","false","923286957"
"391a1aeb-6e94-42bc-a5ca-bd4f535c1a8a","6400dcab-93c8-4a91-93d5-c569a8491244","1d07ed39-f0db-42d3-affb-19823d5b3a97","2023-03-09T14:50:49+02:00","2023-03-09T15:08:11+02:00","2023-03-09T12:50:49+00:00","2023-03-09T13:08:11+00:00","Αθήνα","Αθήνα","Δηληγιάννη Θεόδωρου 24  104 38 Αθήνα  Ελλάδα","Αρισταίου 1  116 36 Αθήνα  Ελλάδα","OriginalDriver","","0.6780333052465334","17.366666666666667","4.76","20.003947020409587","95","56","100","100","100","100","1","0","0","0.5412136932231051","0.34","0","0","0","0","0","0","99","100","100","99","100","","","false","923286962"
"835bc375-038c-4cc1-9d11-afa65ba637e6","18957f74-c133-481d-915b-4c6afe0ed165","bb78db9b-c290-4508-8f36-1abfb9fde37e","2023-03-09T18:05:36+02:00","2023-03-09T18:31:02+02:00","2023-03-09T16:05:36+00:00","2023-03-09T16:31:02+00:00","Ταύρος","Νίκαια","Τεώ 13  177 78 Ταύρος  Ελλάδα","Κυζίκου 15  184 51 Νίκαια  Ελλάδα","OriginalDriver","","0.7225315938786078","25.433333333333334","8.16","22.320055338868915","93","100","62","100","100","100","0","1","0","0.010775638627426257","0.01","0","0","0","0","0","0","72","0","25","99","100","","","false","923291661"
"041b5560-9243-4d97-bd5b-57a6e5f67b9d","cf6b91db-ef0c-4b74-ba63-321df337c0e1","5ac4dcf9-287f-4163-b47e-02c42494b4f0","2023-03-09T18:42:14+02:00","2023-03-09T19:07:01+02:00","2023-03-09T16:42:14+00:00","2023-03-09T17:07:01+00:00","Ταύρος","Καισαριανή","Θεσσαλονίκης 246  177 78 Ταύρος  Ελλάδα","Λεωφόρος Εθνικής Αντιστάσεως 201  161 22 Καισαριανή  Ελλάδα","OriginalDriver","Bus","0.7574392943652555","24.783333333333335","7.12","23.23969468516644","86","100","58","67","80","100","0","1","1","0.02975702700682416","0.02","0.2916666666666667","0.15060996613606475","0.09","0","0","0","87","0","75","100","100","","","false","923292562"
"041b5560-9243-4d97-bd5b-57a6e5f67b9d","c742eab5-40a6-484f-a98c-c9f4e2063699","0bf7a182-ef88-4fe7-862e-001250e04df3","2023-03-09T19:33:51+02:00","2023-03-09T19:40:34+02:00","2023-03-09T17:33:51+00:00","2023-03-09T17:40:34+00:00","Καισαριανή","Καισαριανή","Κουντουριώτη 12  161 22 Καισαριανή  Ελλάδα","Λεωφόρος Εθνικής Αντιστάσεως 36  161 21 Καισαριανή  Ελλάδα","OriginalDriver","","0.6838240874430294","6.716666666666667","1.76","12.039938297403042","100","100","100","100","100","100","0","0","0","0","0","0","0","0","0","0","0","85","100","50","100","100","","","false","923293646"
"041b5560-9243-4d97-bd5b-57a6e5f67b9d","fe82799b-bdb9-40a2-ac10-d05b86bef4d4","4cf590f7-df31-4718-9514-3cd4caaddb07","2023-03-09T19:54:50+02:00","2023-03-09T19:58:23+02:00","2023-03-09T17:54:50+00:00","2023-03-09T17:58:23+00:00","Καισαριανή","Αθήνα","Λεωφόρος Εθνικής Αντιστάσεως 34  161 21 Καισαριανή  Ελλάδα","Διοχάρους 20  161 21 Αθήνα  Ελλάδα","OriginalDriver","","0.7112235596791001","3.5500000000000003","0.89","17.15040872633457","100","100","100","100","100","100","0","0","0","0","0","0","0","0","0","0","0","85","100","50","100","100","","","false","923293881"
"041b5560-9243-4d97-bd5b-57a6e5f67b9d","ee27a597-cd24-4a7a-80f2-9f0e49ceff3e","07b4f91f-8d8d-4ab4-a86e-63e4dab4d545","2023-03-09T20:14:02+02:00","2023-03-09T20:20:07+02:00","2023-03-09T18:14:02+00:00","2023-03-09T18:20:07+00:00","Αθήνα","Καισαριανή","Διοχάρους 22  161 21 Αθήνα  Ελλάδα","Λεωφόρος Εθνικής Αντιστάσεως 210  161 22 Καισαριανή  Ελλάδα","OriginalDriver","","0.7265910248185193","6.083333333333333","1.9","15.764023268439297","100","100","100","100","100","100","0","0","0","0","0","0","0","0","0","0","0","85","100","50","100","100","","","false","923294556"
"041b5560-9243-4d97-bd5b-57a6e5f67b9d","88faea92-65b5-4109-8619-d8a7ddf89442","50b0bc30-5d7c-45ae-85e9-904981da9c9d","2023-03-10T07:51:41+02:00","2023-03-10T08:32:08+02:00","2023-03-10T05:51:41+00:00","2023-03-10T06:32:08+00:00","Καισαριανή","Ταύρος","Κουντουριώτη 14  161 22 Καισαριανή  Ελλάδα","Ομήρου 6  177 78 Ταύρος  Ελλάδα","OriginalDriver","","0.7271039751040828","40.45","15.63","29.932888023243695","90","100","75","100","68","86","0","1","0","0.47433095269618236","0.29","0.5333333333333333","0.32812424085122566","0.2","0","0","0","86","0","75","99","100","","","false","923311346"
"6b6170d0-8bb2-46de-8125-feb9f95388b2","22ec1897-3154-48a3-99d9-8ac6d63c4357","6deccb76-eaee-44e6-bcbd-8f421a0cc9c8","2023-03-10T08:02:18+02:00","2023-03-10T08:22:26+02:00","2023-03-10T06:02:18+00:00","2023-03-10T06:22:26+00:00","Καισαριανή","Αθήνα","Ερυθρού Σταυρού 35  161 21 Καισαριανή  Ελλάδα","Δηληγιάννη Θεόδωρου 46  104 39 Αθήνα  Ελλάδα","OriginalDriver","","0.7191558109331779","20.133333333333333","5.93","23.153329217961364","90","100","62","100","100","77","0","1","0","0.028575790904867025","0.02","0.6994666666666667","0.35314708302210207","0.22","0","0","0","94","0","100","100","100","","","false","923311205"
"4577eae9-f3a9-4bcb-8552-4d250aec9c88","e3be121b-39cf-4d8d-844e-690fa403967d","771880ee-f7fe-456a-94fb-c4d989da7c44","2023-03-10T08:54:16+02:00","2023-03-10T09:06:22+02:00","2023-03-10T06:54:16+00:00","2023-03-10T07:06:22+00:00","Αθήνα","Αθήνα","Ηλιού Ηλία 90  117 44 Αθήνα  Ελλάδα","Δηληγιάννη Θεόδωρου 4  104 37 Αθήνα  Ελλάδα","OriginalDriver","","0.7687819379645405","12.1","5.39","29.99314386654487","99","100","100","100","92","100","2","0","0","0.1474750881048938","0.09","0","0","0","0","0","0","100","100","100","100","100","","","false","923313463"
"4577eae9-f3a9-4bcb-8552-4d250aec9c88","90e702bf-382a-47e2-ba23-5e8c8c158564","37c248cf-d141-4a88-abbc-9b6a26cdc2d0","2023-03-10T12:14:20+02:00","2023-03-10T12:24:37+02:00","2023-03-10T10:14:20+00:00","2023-03-10T10:24:37+00:00","Αθήνα","Αθήνα","Λεωφόρος Κηφισού 40  104 42 Αθήνα  Ελλάδα","Δηληγιάννη Θεόδωρου 24  104 38 Αθήνα  Ελλάδα","OriginalDriver","","0.6262820123976922","10.283333333333333","3.32","26.55730047307434","100","100","100","100","100","100","0","0","0","0","0","0","0","0","0","0","0","100","100","100","100","100","","","false","923316210"
"4577eae9-f3a9-4bcb-8552-4d250aec9c88","c8e29790-2735-46db-a828-b24735a7a799","e0c8ee2a-6823-4f6b-b12a-1c3a392eafe5","2023-03-10T13:19:05+02:00","2023-03-10T13:37:56+02:00","2023-03-10T11:19:05+00:00","2023-03-10T11:37:56+00:00","Αθήνα","Αθήνα","Δηληγιάννη Θεόδωρου 24  104 38 Αθήνα  Ελλάδα","Κατζαντώνη Προκοπίου 23  117 44 Αθήνα  Ελλάδα","OriginalDriver","","0.7296515883192902","18.85","7.32","33.103625889911505","77","65","53","100","68","100","1","2","0","0.2501162189180063","0.16","0","0","0","0","0","0","86","0","75","99","100","","","false","923317880"
"041b5560-9243-4d97-bd5b-57a6e5f67b9d","917422b0-5812-495d-8423-380ac41b5204","7504f3d6-c07f-4c00-9c3c-49c07634bcb5","2023-03-10T13:46:41+02:00","2023-03-10T14:00:28+02:00","2023-03-10T11:46:41+00:00","2023-03-10T12:00:28+00:00","Ταύρος","Αθήνα","Ομήρου 6  177 78 Ταύρος  Ελλάδα","Φωτομαρά 42  117 43 Αθήνα  Ελλάδα","OriginalDriver","","0.7683936501360428","13.783333333333333","3.71","25.576870644387053","100","100","100","100","100","100","0","0","0","0.13832081871816013","0.09","0","0","0","0","0","0","92","100","75","100","100","","","false","923318403"
"835bc375-038c-4cc1-9d11-afa65ba637e6","45e97eaa-1314-497f-ad5d-60f89162ac68","6732cdcc-7a22-4f62-9624-77118a738451","2023-03-10T13:48:37+02:00","2023-03-10T14:12:44+02:00","2023-03-10T11:48:37+00:00","2023-03-10T12:12:44+00:00","Ασπρόπυργος","Νίκαια","Κούρων  192 00 Ασπρόπυργος  Ελλάδα","Ηρακλέους 45  184 51 Νίκαια  Ελλάδα","OriginalDriver","","0.7323333333333334","24.116666666666667","22.31","59.60251860993956","75","54","79","100","47","100","4","1","0","2.5232192256147363","1.57","0","0","0","0","0","0","92","100","75","99","100","","","false","923318705"
"6b6170d0-8bb2-46de-8125-feb9f95388b2","9865627e-b690-454f-b543-ea5e7c3f3f3c","4396aa52-107a-4ae9-beca-0db80a3e2dc3","2023-03-10T14:50:48+02:00","2023-03-10T15:23:54+02:00","2023-03-10T12:50:48+00:00","2023-03-10T13:23:54+00:00","Αθήνα","Καισαριανή","Δηληγιάννη Θεόδωρου 24  104 38 Αθήνα  Ελλάδα","Ερυθρού Σταυρού 29  161 21 Καισαριανή  Ελλάδα","OriginalDriver","","0.7346666666666667","33.1","6.39","19.202492196480247","87","100","61","100","100","68","0","1","0","0.0879911950913611","0.05","0.9000333333333332","0.44934923438594315","0.28","0","0","0","94","0","100","99","100","","","false","923320130"
"041b5560-9243-4d97-bd5b-57a6e5f67b9d","b2e7780a-54df-4e6e-997d-cffeae1127d3","a51daa41-c752-4980-98a9-d5542dba3dde","2023-03-10T19:14:19+02:00","2023-03-10T19:30:53+02:00","2023-03-10T17:14:19+00:00","2023-03-10T17:30:53+00:00","Αθήνα","Καισαριανή","Λαχούρη 8  117 43 Αθήνα  Ελλάδα","Κουντουριώτη 16  161 22 Καισαριανή  Ελλάδα","OriginalDriver","","0.7431678000142334","16.566666666666666","5.2","22.88514277924911","100","100","100","100","100","100","0","0","0","0.01239734585254816","0.01","0","0","0","0","0","0","92","100","75","100","100","","","false","923326831"
"4577eae9-f3a9-4bcb-8552-4d250aec9c88","725d4786-13ef-4c16-bbf6-113037bbd986","7e2471b9-9a03-459d-8d21-aa8808cf2e39","2023-03-11T07:09:05+02:00","2023-03-11T07:44:32+02:00","2023-03-11T05:09:05+00:00","2023-03-11T05:44:32+00:00","Αθήνα","Χαλάνδρι","Ρουμπέση 53  117 44 Αθήνα  Ελλάδα","Κιθαιρώνος 9  152 34 Χαλάνδρι  Ελλάδα","OriginalDriver","","0.727","35.45","17.53","36.28931961496397","96","100","72","100","100","100","0","2","0","0.4792739351584689","0.3","0","0","0","0","0","0","88","25","75","100","100","","","false","923349964"
"041b5560-9243-4d97-bd5b-57a6e5f67b9d","fb2e6010-4d63-427a-93bb-49b945e846ed","98cd8b98-6e42-4c98-a230-08881c86d357","2023-03-11T07:21:41+02:00","2023-03-11T07:44:32+02:00","2023-03-11T05:21:41+00:00","2023-03-11T05:44:32+00:00","Καισαριανή","Χαλάνδρι","Λεωφόρος Εθνικής Αντιστάσεως 201  161 22 Καισαριανή  Ελλάδα","Κιθαιρώνος 9  152 34 Χαλάνδρι  Ελλάδα","Passenger","OriginalDriver","0.9401666666666667","22.85","13.64","42.757139474078194","93","49","100","100","100","100","3","0","0","1.7436915879898613","1.08","0","0","0","0","0","0","98","100","100","98","100","","","false","923347356"
"041b5560-9243-4d97-bd5b-57a6e5f67b9d","64c1a730-2a78-40f2-8661-eee778d1abbc","27c429fc-28e1-4afe-9511-047fe7043dca","2023-03-11T07:51:16+02:00","2023-03-11T07:54:53+02:00","2023-03-11T05:51:16+00:00","2023-03-11T05:54:53+00:00","Χαλάνδρι","Χαλάνδρι","Πέλλης 74  152 34 Χαλάνδρι  Ελλάδα","Λεωφόρος Πεντέλης 128  152 34 Χαλάνδρι  Ελλάδα","Passenger","OriginalDriver","0.698349167028121","3.6166666666666667","1.34","19.910176057447003","100","100","100","100","100","100","0","0","0","0","0","0","0","0","0","0","0","100","100","100","100","100","","","false","923347563"
"041b5560-9243-4d97-bd5b-57a6e5f67b9d","13d7822d-1135-400c-befd-94c3b452c237","facbc09b-9f71-48d3-a0f0-033cc09c2ddc","2023-03-11T08:00:35+02:00","2023-03-11T09:17:50+02:00","2023-03-11T06:00:35+00:00","2023-03-11T07:17:50+00:00","Χαλάνδρι","Αταλάντη","Λεωφόρος Πεντέλης 128  152 34 Χαλάνδρι  Ελλάδα","Olympus Plaza Food Parks  352 00 Αταλάντη  Ελλάδα","Passenger","OriginalDriver","0.825","77.25","136.27","104.78467803214207","97","94","100","100","76","100","1","0","0","20.94927183134032","13.02","0","0","0","0","0","0","64","100","0","91","100","","","false","923349251"
"4577eae9-f3a9-4bcb-8552-4d250aec9c88","57d31368-e91e-4177-b7ef-43a7b843158d","e1bdb52f-658e-4da9-acb0-094fc33f98a8","2023-03-11T08:02:40+02:00","2023-03-11T08:34:55+02:00","2023-03-11T06:02:40+00:00","2023-03-11T06:34:55+00:00","Μαρούσι","Σχηματάρι","Αττική Οδός  151 25 Μαρούσι  Ελλάδα","Εθνική Οδός Αθηνών-Λαμίας  320 09 Σχηματάρι  Ελλάδα","OriginalDriver","","0.7681666666666667","32.25","56.78","102.35465705376542","96","100","100","100","72","100","1","0","0","8.560282782061103","5.32","0","0","0","0","0","0","66","100","0","94","100","","","false","923349971"
